SMILES,LogS,Mol,MW
O=C(C(c1ccccc1)c1ccccc1)N1CCOCC(Cc2ccc3cnccc3c2)C1,-4.09226426169399,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DC900>,436.5550000000002
COc1ccc(OCC(=O)N2CCN(C)CC2)cc1,-3.7015655208789062,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DC970>,264.32499999999993
CC(=O)N1CCN(C(=O)CCc2ccc(-c3ccccc3)[nH]2)CC1,-3.721726277082372,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DC9E0>,325.4120000000001
Cc1cc(NC(=O)c2cccs2)no1,-3.8184691341768264,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DCA50>,208.24200000000002
Cc1csc(N(C(=O)c2ccc(-n3cncn3)c(F)c2)C2CC2)n1,-3.808730838546116,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DCAC0>,343.3870000000001
COc1c(C)cnc(CN(C)S(N)(=O)=O)c1C,-3.9281330087185484,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DCB30>,259.33099999999996
CCc1ccccc1NC(=O)c1cc(C)nc2onc(C)c12,-4.346473570513725,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DCBA0>,295.34200000000004
Cc1cc(C(=O)N(C)Cc2ccsc2)no1,-3.8404473469919505,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DCC10>,236.29600000000002
OCCN1CCC(c2ccncn2)CC1,-3.743447331311644,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DCC80>,207.277
CN(c1ncc(Br)cn1)C1CCS(=O)CC1,-3.6005394069136623,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DCCF0>,304.2130000000001
CCc1ncnc(N(C)Cc2ccc(N)nc2)c1F,-3.874320630888946,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DCD60>,261.304
COc1ncnc2c1CN(Cc1c[nH]nc1-c1ccc(F)cc1)CC2,-4.078125504241956,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DCDD0>,339.3740000000001
O=C(NCc1cc(F)cc(F)c1)c1ccccn1,-3.757668344395638,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DCE40>,248.232
CN1CCC(n2ncc3[nH]c(-c4ccc5ccccc5c4)nc32)CC1,-3.8961005481752817,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DCEB0>,331.4230000000002
O=C(Cc1ccc2c(c1)CCC2)Nc1nc2ccccc2o1,-4.905978646456203,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DCF20>,292.338
Cc1cc(C(=O)Nc2c(C)nn(C(C)C)c2C)c2ccc(F)cc2n1,-3.828786732076511,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DCF90>,340.40200000000004
COCc1cc(-c2nc(CCc3ccccc3)n[nH]2)ccc1OC,-4.113012364929471,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DD000>,323.3960000000001
Cc1nc(C)c2c(C)c(C(=O)N(C)CCN3CCCC3)sc2n1,-3.7369252041891134,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DD070>,332.473
COc1ccccc1CNc1n[nH]c2nc([C@H]3CCCN(CC(=O)N4CCCC4)C3)ccc12,-3.912654561127727,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DD0E0>,448.57100000000037
Cc1ccc2nc3c(c(C(=O)NCc4cnn(C)c4)c2c1)CCCC3,-3.774096410472679,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DD150>,334.42300000000023
Clc1cc2ncc(-n3ccnc3)nc2cc1Cl,-4.952122931391991,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DD1C0>,265.10300000000007
CN(Cc1ccncc1)Cc1cc2ccccc2nc1O,-3.7595908939345466,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DD230>,279.343
CCC(CC)NC(=O)c1cc(C)nc2onc(C)c12,-3.7588833090678886,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DD2A0>,261.325
CCCN(C)C(=O)Nc1cccc(-c2nnc3n2CCCCC3)c1,-3.9200660308434845,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DD310>,327.4320000000002
CN(CC(N)=O)Cc1cc2c(cc1Br)OCO2,-3.6355356680657005,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DD380>,301.14000000000004
CC(C)c1nc2c(n1C)CCN(C(=O)c1cccc(C(F)(F)F)c1F)C2,-3.7835486341421,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DD3F0>,369.362
COc1cccc(-c2nc(-c3cccnc3)n[nH]2)c1,-4.046617751856432,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DD460>,252.27700000000004
CC(C)(C)c1ccc(CN2CCC(C(N)=O)CC2)cc1,-3.7593324504968484,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DD4D0>,274.4079999999999
N#Cc1ccc(N2CCc3c(ncn3C3CC3)C2)nc1,-3.765567735626339,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DD540>,265.32
O=S(=O)(Cc1csc(C2CCCC2)n1)C1CCCC1,-3.9337637945060835,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DD5B0>,299.46100000000007
N#Cc1cc(F)c(N2CCN(CCO)CC2)c(F)c1,-3.8112251487599225,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DD620>,267.27899999999994
CC(C)c1nnc(CN2CCN(c3nccs3)CC2)o1,-3.750866610615071,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DD690>,293.39600000000013
O=C(NCc1cccnc1)c1cnn(-c2ccccc2)c1,-3.861337839598418,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DD700>,278.315
CC(=O)NCC1CCN(C(=O)c2ccc(C)nc2)CC1,-3.7074944752963623,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DD770>,275.3520000000001
CC1CCN(C(=O)c2n[nH]c3ccccc23)CC1,-3.9642271457276563,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DD7E0>,243.30999999999997
CN(Cc1cccnc1)Cc1ccc(C#N)o1,-3.869398004154969,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DD850>,227.26699999999997
Nc1nc(N)c2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2n1,-5.217295896972858,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DD8C0>,346.3500000000001
Cc1ccc(CCNC(=O)N2CC(C)(C)OC(C)(C)C2)cn1,-3.8707416067232905,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DD930>,305.422
CS(=O)(=O)N(CC(=O)Nc1ccccc1C(=O)NCc1ccco1)c1ccc(F)cc1,-4.1028950827900665,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DD9A0>,445.47200000000015
Cc1ccc(F)cc1CNc1cc(C(=O)N(C)C)ccn1,-3.7823399395544386,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DDA10>,287.338
COCCc1nc(CCCn2cccn2)n(C2Cc3ccccc3C2)n1,-4.2150490235123454,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DDA80>,351.4540000000001
Cn1nc(-c2cn(Cc3ccc(CO)cc3)nn2)c2c(Cl)cccc21,-4.2654725569635925,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DDAF0>,353.81300000000005
CC(C)c1nnc(CNC(=O)C2(C)CCC2)n1C,-3.6838756636823784,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DDB60>,250.34599999999995
CSCC[C@@H](CO)n1ccnc1-c1oc2ccccc2c1C,-3.635761080275108,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DDBD0>,316.42600000000004
Cc1nn(-c2ccccn2)c2nc(C3CC3)cc(C(=O)O)c12,-3.7594561452166135,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DDC40>,294.31399999999996
CCc1nc(CC)n(Cc2nc(C)cs2)n1,-3.8188132044645426,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DDCB0>,236.34400000000002
OCc1ccc(Cn2cc(-c3cc(F)ccc3-n3cccn3)nn2)cc1,-4.004962033799681,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DDD20>,349.369
CC(C)[C@H](NC(=O)c1c(F)cccc1F)C(=O)N1CCOCC1,-3.8086663425915868,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DDD90>,326.34300000000013
Cc1nc(CC(=O)NCc2ccccc2)cs1,-3.976552774058199,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DDE00>,246.33500000000004
O=C(Nc1ccc2c(c1)OCCCO2)c1cnn(Cc2ccccc2)c1,-4.325826526747173,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DDE70>,349.39000000000004
CC(C)C(=O)N1CC(Cc2nccc3ccn(C)c23)C1,-3.636353962275928,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DDEE0>,271.3640000000001
COc1ccc(Nc2nc(N)nc(CN3CCN(Cc4ccccc4)CC3)n2)cc1,-3.794349589558552,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DDF50>,405.50600000000014
CCCN(Cc1ccccc1)C(=O)CC1(N)CCC1,-3.664253190586599,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DDFC0>,260.381
CN(C)C1=N[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]2S1,-3.8303176517846698,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DE030>,248.30399999999997
Cc1ccc(CNC(=O)CN2CCC(n3nnc4cc(C)ccc43)CC2)cc1,-4.097332442276015,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DE0A0>,377.4920000000002
COC(=O)N1CCCN(C(=O)C(=O)Nc2cccc(C(C)C)c2)CC1,-3.774658872626892,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DE110>,347.4150000000002
O=C(Nc1ccn(Cc2ccccn2)n1)c1c(F)cccc1I,-3.8389097846167526,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DE180>,422.201
CCN1CCC(Nc2nc(C)cc(C)c2C#N)CC1,-3.7747506743053107,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DE1F0>,258.369
CS(=O)(=O)CCNC(=O)N1CC2(CCCC2)c2ccccc21,-3.832932058270505,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DE260>,322.43
O=C(COCC1CC1)N1CCCc2ncccc21,-3.861154254225046,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DE2D0>,246.30999999999997
O=C(NCc1ccc(F)cc1)c1ccc(-n2ccnc2)nc1,-3.6217057220459914,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DE340>,296.305
O=C(NCCNC(=O)c1cc(-c2ccccc2)nc2ccccc12)c1ccco1,-4.010288012483522,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DE3B0>,385.4230000000001
O=C(NC1CCCC1)C(=O)c1ccc2c(c1)CCC2,-3.9153676020580903,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DE420>,257.33299999999997
COc1cc(CNC(=O)NC2CCCCC2)cc(OC)c1O,-3.596933109474228,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DE490>,308.378
COCc1ccccc1CNc1ccc2nnc(-c3ccccc3)n2n1,-5.091171846366527,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DE500>,345.406
CN1C(=O)N(CC(=O)NCc2ccc(Cl)cc2)C(=O)C12CCCCC2,-3.8559084521735634,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DE570>,363.84500000000025
Cc1ccccc1OC1CCN(C(=O)Nc2ccc3c(c2)ncn3C)CC1,-4.134475359919449,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DE5E0>,364.4490000000001
CC(C)c1nnc(CN2CCN(c3ccccc3Cl)CC2)o1,-3.8016016642558133,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DE650>,320.8240000000001
O=C(Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1)c1ccco1,-3.8093120352183165,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DE6C0>,408.4390000000001
Cc1ccc2nc(C)c(-c3nc(C)nn3CCO)cc2c1,-4.0194194136214465,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DE730>,282.34700000000004
COc1ccc(-c2nnc3ccc(C(F)(F)F)cn23)cc1OC(C)C,-4.185687674401218,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DE7A0>,351.3280000000001
COCC(=O)Nc1nc(C)c(C)s1,-3.8930215927401073,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DE810>,200.263
Cc1ccc(NC(=O)Cc2c[nH]c3ccccc23)cc1,-4.673955142947485,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DE880>,264.32800000000003
CC(C)C(=O)N1CCC(Nc2ncnc3ccsc23)CC1,-3.802502036989611,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DE8F0>,304.4190000000001
Cc1nc(NCc2ccc(F)c(Cl)c2)n(C)n1,-3.765143345423495,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DE960>,254.69599999999997
O=C(NCc1cccc(F)c1)c1[nH]nnc1-c1ccccc1,-4.150554953045992,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DE9D0>,296.305
Cn1ccc2c(C(=O)Nc3ncn(Cc4cccnc4)n3)cccc21,-3.893228967093536,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DEA40>,332.3670000000001
c1ccc2c(N3CCn4c(nnc4C4CC4)C3)ncnc2c1,-3.8283073700155743,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DEAB0>,292.346
CCCC(=O)Nc1ccc(-n2cccn2)nc1,-3.7068126589828543,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DEB20>,230.27100000000002
CCn1cc(CN2CCC(c3nc(N(C)C)ncc3-c3ccc(OC)cc3)CC2)c(C)n1,-3.9056839702547923,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DEB90>,434.5880000000003
Cc1ccc(C)c(C(=O)Nc2cnc3c(c2)c(C)nn3C)c1,-5.101519922472945,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DEC00>,294.358
CC(=O)N1CCC(c2ccccn2)CC1,-3.626084041092936,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DEC70>,204.273
O=C(c1ccc(Cn2nnc(-c3cccc(F)c3)n2)cc1)N1CCCC1,-4.512359463296809,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DECE0>,351.38500000000016
Cc1ccc2nc(C)c(C(=O)NOCc3ccccc3)cc2c1,-4.181748620770303,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DED50>,306.36500000000007
Cc1ccc(C(=O)C(=O)NC2CCCC2)cc1,-3.8841593015480504,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DEDC0>,231.29499999999996
O=C(CN1CCCC(c2cccc(-c3cccc(Cl)c3)n2)C1)N1CCCC1,-3.8458600065437527,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DEE30>,383.92300000000023
COc1cccc(CNc2ncc(-c3ccccc3)n2C)c1,-4.096902610848101,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DEEA0>,293.37000000000006
O=C(CN1CCCC(c2cncc(-c3cccc(Cl)c3)n2)C1)N1CCCC1,-3.76746456555481,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DEF10>,384.9110000000003
Cc1nc2ccccc2c(N)c1C(=O)/C=C/c1ccccc1,-3.842814724746916,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DEF80>,288.34999999999997
O=C(NC[C@H]1COCc2nc3ccccc3n21)c1ccncc1,-3.7721935535587225,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DEFF0>,308.341
CCc1ccccc1-c1cn(CCc2cnccn2)nn1,-4.004448875688874,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DF060>,279.347
O=C(NCc1ccc(F)cc1)c1ccccn1,-3.82035578211334,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DF0D0>,230.24200000000002
CN1CCN(CCOc2ccccc2N)CC1,-3.7908681672748545,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DF140>,235.331
Cc1cc(C)n(-c2ccc(C(=O)NCc3cccnc3)cc2)n1,-3.828997689021759,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DF1B0>,306.369
CNC(=O)CC1CCN(c2ncccn2)CC1,-3.670807845310171,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DF220>,234.303
Cc1ccc(C(=O)C(=O)Nc2c(C)nn(C)c2C)cc1,-3.9202642083929846,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DF290>,271.32
CCCn1ncnc1-c1ccccc1SC,-4.069572813531104,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DF300>,233.34
O=C(CCc1cccs1)Nc1ccc(N2CCOCC2)cn1,-3.9939051010226683,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DF370>,317.4140000000001
Cc1nccc(-c2cccc(NCC(=O)NCC(=O)N3CCCC3)c2)n1,-3.706001361485348,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DF3E0>,353.42600000000016
CC(C)C(=O)Nc1ccc2cnn(C(C)C)c2c1,-4.028204606795279,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DF450>,245.326
O=C(c1ccccc1-n1cccn1)N1CCN(Cc2cccnc2)CC1,-3.8054181130572045,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DF4C0>,347.4220000000001
O=C(O)CCn1c2ccccc2c2ccccc21,-3.6628086558545805,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DF530>,239.27400000000003
O=C(O)/C=C/c1ccc(Cn2ccnc2)cc1,-3.6542621719162183,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DF5A0>,228.251
Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,-4.716495489759436,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DF610>,470.6130000000003
c1ccc2c(c1)CN(c1cnc3ccccc3n1)CCN2,-4.041947807013591,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DF680>,276.343
N#Cc1cccnc1NCCc1ccc(F)cc1,-4.952749244172265,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DF6F0>,241.26899999999998
N#CCCCN1CCC(c2c[nH]c3ccccc23)CC1,-3.6900888908663343,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DF760>,267.37600000000003
CCn1c(C)nc2cc(NC(=O)c3ccc(=O)n(CC(=O)N4CCCCC4)c3)ccc21,-3.730482546314182,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DF7D0>,421.5010000000003
Cc1nn(C)c(C)c1C(=O)NCc1ccccc1,-3.6480932437276565,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DF840>,243.31
CC(C)n1ccc(C(=O)N2CCS(=O)(=O)C(C)(C)C2)n1,-3.8093537827707875,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DF8B0>,299.396
Cc1nc2cc(NC(=O)Cc3c(C)nc4ccccc4c3C)ccc2o1,-4.174524902957697,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DF920>,345.4020000000001
C[C@@H](c1ccc2ccc(O[C@H]3CC[C@@H](C(F)(F)F)CC3)c(C(F)(F)F)c2c1)N1C2CCC1CC(C(=O)O)C2,-3.870726821083136,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DF990>,543.5480000000002
Cc1ccccc1-n1c(CC2CCN(C(=O)C3CC3)CC2)n[nH]c1=O,-3.850963753611122,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DFA00>,340.4270000000001
Cn1c(CNC(=O)Cc2cccc3ccccc23)nc2ccccc21,-4.515561488138875,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DFA70>,329.4030000000001
CS(=O)(=O)CCc1nc(C2(c3ccccc3)CC2)nn1-c1ccccc1,-4.079221430737272,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DFAE0>,367.4740000000001
Cc1nc2ncccn2c1C(=O)N(CC#Cc1ccccc1)C1CCCC1,-3.9216616387291565,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DFB50>,358.44500000000016
CC(C)c1noc2nc(C3CC3)cc(C(=O)N3CCN(C)C(=O)C3)c12,-3.976544339619847,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DFBC0>,342.3990000000001
O=c1[nH]c2ccccc2n1C1CCN(Cc2nnsc2Cl)CC1,-4.55265207811201,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DFC30>,349.8470000000001
COc1ccc2nc(C)nc(N3CC(O)(c4ccc(F)cc4)C3)c2c1,-4.242200647440383,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DFCA0>,339.37000000000006
Fc1ccc(F)c(CN2CCN(Cc3ccc4c(c3)OCO4)CC2)c1,-4.109796766437943,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DFD10>,346.3770000000001
c1cc(CN2CCC(c3ccn[nH]3)CC2)ccn1,-3.9341509056040653,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DFD80>,242.326
Cc1[nH]c2ccc(Cl)cc2c1CC(=O)N1CCC(Cc2ncncc2C(N)=O)CC1,-3.9618750807945813,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DFDF0>,425.9200000000002
O=C(NCCN1CCC(c2ccccc2)CC1)c1ccc2ncsc2c1,-3.919239719727771,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DFE60>,365.50200000000007
c1ccc(-c2noc(NCC3CCC3)n2)cc1,-3.8202927665154203,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DFED0>,229.28299999999996
c1ccc(-c2n[nH]c(C3CCN(c4cnc5ccccc5n4)CC3)n2)cc1,-4.759236119955292,<rdkit.Chem.rdchem.Mol object at 0x00000285F13DFF40>,356.4330000000001
CO[C@H]1CC[C@H](C(=O)NC[C@H]2CC[C@H](c3nnc(-c4nccc5ccccc45)o3)CC2)CC1,-4.325286651417112,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D8040>,448.5670000000003
COc1cccc(OCCCn2cncc2-c2cc3c(cc2OC)OCCCO3)c1,-3.6335054883566427,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D80B0>,410.47000000000025
COc1ccc(-c2nc(CC(N)=O)sc2C)cc1.Cl,-3.993930696771949,<rdkit.Chem.rdchem.Mol object at 0x00000285F1446570>,298.7949999999999
O=C1NCCCCC1NC(=O)N1CCc2sccc2C1,-3.771966591642155,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D8190>,293.39200000000005
O=C(O)c1ccc(=O)n(CCc2c[nH]c3ccccc23)c1,-3.823343482729452,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D8200>,282.29900000000004
Cn1ccc(CN2CCC(c3cnccn3)CC2)n1,-3.7115389802485743,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D8270>,257.341
Cc1nccn1-c1ccc(F)cc1CNC(=O)C(C)C,-3.666428079661179,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D82E0>,275.327
O=C(CN1CCSC1=O)Nc1ccccc1F,-3.905085975265691,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D8350>,254.286
COc1ccc(CNCc2cccc3ccccc23)cc1,-3.769112790215875,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D83C0>,277.367
O=C(NCc1ccccc1)c1ccc(NS(=O)(=O)c2ccc(C3CCCCC3)cc2)cc1,-5.45594799976258,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D8430>,448.5880000000003
Cc1noc(NCc2cccc(-c3cccnc3)c2)n1,-3.8860506257768344,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D84A0>,266.30400000000003
CCCn1cnnc1Cn1ccnc1-c1ccc2occc2c1,-4.030821760547667,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D8510>,307.357
Cc1ccc(NC(=O)CN(C)C(=O)c2ccccc2F)nc1,-3.7466356400646803,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D8580>,301.321
O=C(CCNc1ncccn1)N1CCc2ccccc2C1,-3.905723592621446,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D85F0>,282.34700000000004
CN(Cc1cccc(C#N)c1)Cc1cnn(C)c1,-3.873590866440007,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D8660>,240.30999999999997
Nc1cnc(Cc2ccc(F)cc2)nc1,-3.7255621490282738,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D86D0>,203.22
Cc1noc([C@@H]2C[C@H](NC(=O)c3ccc(F)cc3)CN2C)n1,-4.2738226156890065,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D8740>,304.32500000000005
Cc1ccc(F)cc1NC(=O)c1cnc2onc(C(C)C)c2c1,-3.868434086814479,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D87B0>,313.33200000000005
O=C(CCCc1ccc(F)cc1)N1CCN(c2ccccc2)C(=O)C1,-3.839933634733598,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D8820>,340.3980000000001
Cc1ccsc1CN(C)C(=O)[C@@H]1CCCN1C(=O)NC(C)C,-3.885334904509623,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D8890>,323.46200000000005
CC(C)NC(=O)c1cc(-c2ccccc2)n(-c2ccccn2)n1,-3.7532884490217593,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D8900>,306.369
CS(=O)(=O)NC1CCN(C(=O)NCCc2ccc(F)cc2)CC1,-3.7038969123198076,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D8970>,343.4240000000001
Cc1cc(C)c2c(N(C)CCC(C)C)ncnc2n1,-3.8385567113053107,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D89E0>,258.36899999999997
CN(CC(=O)NC1CC1)C(=O)C1C2CC3CC(C2)CC1C3,-3.757314383432788,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D8A50>,290.40700000000004
CCc1nnc(NC(=O)Cc2c(C)noc2C)s1,-3.7761760943838873,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D8AC0>,266.32599999999996
CN1CCCN(c2nc(C(F)(F)F)nc3cc4c(cc23)OCO4)CC1,-3.9128221915786146,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D8B30>,354.33200000000016
CCn1nccc1CNc1nnc(-c2ccc(OC)cc2)o1,-4.042866364194854,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D8BA0>,299.334
Fc1cncc(-c2cnc(NCc3ccc(Cl)c(F)c3)nc2)c1,-5.016956339480455,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D8C10>,332.741
O=C1CCC(=O)N1CCN1CCCCc2ccccc21,-3.688879318359461,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D8C80>,272.34799999999996
O=C1CC2(CCN(C(=O)NCc3ccccc3)CC2)Oc2ccccc21,-4.928636354571084,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D8CF0>,350.4180000000001
O=C(NC1CCCC1)N1CCN(c2nccn3nc4c(c23)CCCC4)CC1,-4.333931947633826,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D8D60>,368.48500000000035
O=C(Cc1ccccc1F)N1CCN(c2nccn3nc4c(c23)CCCC4)CC1,-3.8457895482647326,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D8DD0>,393.4660000000003
CO[C@@H](C(=O)Nc1cc2c(C)cc(=O)oc2cc1C)c1ccccc1,-3.928229825564573,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D8E40>,337.37500000000006
CCC(=O)NCc1cc(C2CC2)n(C2CCCC2)n1,-4.019314067254039,<rdkit.Chem.rdchem.Mol object at 0x00000285F13D8EB0>,261.3689999999999
