SMILES,LogS,MW
C/C(C=O)=C/c1ccccc1,-2.4747186153,146.189
C=C1CCOC(C=C(C)C)C1,-2.5104223592,152.23699999999997
CCCC(C)C(=O)OCC,-2.4896905423,144.21399999999997
C=C(C)C(=O)OC(C)(C)C,-2.4863755076,142.19799999999998
C=COCCCC,-2.3379408202,100.161
CCCCNS(=O)(=O)c1ccccc1,-2.6757824138,213.302
C=CC1(C)CCCC(C)(C)O1,-2.5359872782,154.253
CC1=Nc2ccc(C(=O)O)cc2C1(C)C,-2.6625890537,203.24099999999996
CC(=O)OC1CCCCC1C,-2.5502978569,156.225
O=[N+]([O-])c1ccccc1Cl,-2.5639664909,157.55599999999998
CCCCC(CC)COC(=O)C(C)O,-2.6735257097,202.29399999999998
Brc1ccccc1,-2.568561457,157.01
Cc1ccc([N+](=O)[O-])cc1,-2.5149437885,137.138
C=CCc1ccc(OC(C)=O)c(OC)c1,-2.7015911491000004,206.24099999999996
CC=C(C)C,-2.2331509446,70.13499999999999
OC[C@@H]1CO[C@@](Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,-2.9059550684,330.17100000000005
C=C(C)C(=O)OCCCC,-2.5443674546,142.19799999999998
COc1ccc(CCC(=O)c2c(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)cc2O)cc1O,-3.1851035311,612.5810000000002
CC(CCO)CC(C)(C)C,-2.5570799155,144.25799999999998
O=[N+]([O-])c1ccc(Cl)cc1O,-2.6373771386,173.55499999999998
Clc1ccccc1,-2.4493202347,112.55899999999997
CCOC(=O)N1C(=O)c2ccccc2C1=O,-2.7387726333,219.196
CC(CCO)CCc1ccccc1,-2.6600258381,178.275
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,-2.9677471262,362.0860000000001
Fc1ccc(C(c2ccc(F)cc2)[NH+]2CC[NH2+]CC2)cc1,-2.8786010762,290.35699999999997
Nc1nc(N)nc(N)n1,-2.9089794399,304.096
Cc1ccc(NCCO)c([N+](=O)[O-])c1,-2.7474051676,196.20600000000002
C=COC1CCCCC1,-2.5825419737,126.19900000000001
C=COCCCCOC=C,-2.6477435098,142.19799999999998
Nc1ccc2cc(S(=O)(=O)O)cc(O)c2c1,-2.8833112394,239.252
O=S(=O)(O)c1ccc2nc(-c3ccccc3)[nH]c2c1,-2.9611061362,274.30100000000004
O=C([O-])C(=O)[O-],-2.6780811331,142.956
COc1ccc2c(c1)CCCC2,-2.7477385243,162.23199999999994
Nc1cccc2c(N)cccc12,-2.7678536958,158.204
CC(O)CCC1CCCCC1,-2.7673615716000004,156.26899999999998
O=C([O-])C(O)C(O)C(=O)[O-],-3.0523304042,285.39799999999997
CCCCOCOCCCC,-2.8068769998,160.25699999999998
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccccc12,-3.0887236136,294.398
CCCCCCCCCCCCCCCC[N+](C)(C)C,-3.1249455224,320.005
CC1(C)COC(=O)C2CC=CCC2C(=O)OC1,-3.0041810563,238.28299999999996
CC(C)[C@H]1CC[C@@H](C)CC1O,-2.8302608531,156.269
COC(=O)C1C(C)=CCCC1(C)C,-2.9085159963,182.26299999999998
C#CC(C)(C)C,-2.6135564252,82.14599999999999
CCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCC,-3.3750249603,474.3020000000005
CC(C)C(=O)OCCOc1ccccc1,-3.0263435366,208.257
CC1=C(C(=O)O)N2C(=O)C(N)C2SC1,-3.0453554133,214.24599999999998
Cc1ccc(C(N)=O)c(O)c1,-2.9170001587,151.16500000000002
O=C1Cc2ccc(Cl)cc2N1,-2.9689885527,167.595
C=CC(C)(C#N)Cc1ccccc1,-3.0006167172,171.24300000000002
CCCCOC(=O)/C=C\C(=O)OCCCC,-3.1280341619,228.28799999999993
N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)O,-3.1599219868,240.306
CCCCC(CC)C(=O)OC,-2.9898040042000003,158.24099999999999
C1=CCCCC1,-2.7104664382,82.146
O=c1[nH]c2ccccc2c(=O)n1CCO,-3.1128936428,206.20099999999994
CCCCCCC[C@H]1CCC(=O)O1,-3.0668187599000003,184.27899999999997
O=P([O-])([O-])O,-2.9490262679000003,136.05599999999998
C=CCCC,-2.6756730859,70.13499999999999
CCCCC(CC)COCC1CO1,-3.1148651615,186.29499999999996
OC(Cn1ccnc1)c1ccc(Cl)cc1Cl,-3.2640078237,257.12
CCCCC(CC)COP(=O)(O)OCC(CC)CCCC,-3.3623020198,322.4260000000001
[NH3+]CCCCCCCCCCCC(=O)[O-],-3.1963980912,215.33699999999996
CC(C)CC1CC(C)CCO1,-3.0799294807,156.26899999999998
C1CN(SSN2CCOCC2)CCO1,-3.2596343038,236.3619999999999
Fc1cc(Br)cc(F)c1F,-3.2102979357,210.97999999999996
S=C(SN1CCOCC1)N1CCOCC1,-3.2913006621,248.37299999999993
CCC(=O)N(c1ccccc1)C1CCN(Cc2ccccc2)CC1,-3.4150433898,322.45200000000006
Cc1cc(C)c(O)c(C(C)(C)C)c1,-3.1719091991000004,178.27499999999998
Cc1cccc2[nH]c(=S)[nH]c12,-3.13627918,164.233
CCCCCCCCCCC=O,-3.1520232011,170.296
FC(F)(F)c1ccc(Cl)c(Cl)c1,-3.2679824907,215.00099999999998
CC(O)COc1ccc(C(C)(C)c2ccc(OCC(C)O)cc2)cc1,-3.499700952,344.451
CCC(C)Br,-3.1114780979,137.01999999999998
CC(C)COC(=O)Cc1ccccc1,-3.2710471955,192.258
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CCC2(O)C#CCO,-3.526033775,342.4790000000001
Cc1ccc(Cl)cc1,-3.1023856768,126.586
C=CC1CC2C=CC1C2,-3.0798864018,120.19499999999996
CC(C)CCC(C)(O)C#CC(C)(O)CCC(C)C,-3.4375252922,254.41399999999996
S,-3.022952972,92.776
O=P([O-])([O-])[O-],-3.2614644911000004,150.815
Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,-3.5118956043000003,248.30700000000002
CCOC(=O)C1=C(C)C=CCC1(C)C,-3.411619706,194.27399999999997
CCCCCCCCCCCCCCCCN,-3.5835100427,241.4629999999999
CCCCCCCCCCCCCCCCCCN,-3.6312456144,269.5169999999999
N#Cc1cccc([N+](=O)[O-])c1C#N,-2.9373448418,173.13099999999997
O=c1[nH]c2ccccc2c(=O)n1CCCl,-3.5747994393,224.64699999999993
C=CCCC(=O)C1=CCCC(C)(C)C1,-3.5342474855000003,192.30199999999994
C=CC(=O)OCCOCCOC[C@@H](CC)CCCC,-3.9942741056,544.7700000000003
C=C(OCC)C1C(C)(C)CC(=O)CC1(C)C,-3.6433442829,224.34399999999994
C[N+](C)=CCC(O)CC(N)=O,0.5931295033,194.66199999999998
O=[N+]([O-])c1cc(Cl)cc(Cl)c1,-3.5843334863,192.001
SC1CCCCC1,-3.3672139557,116.22900000000001
Cc1cccc(C)c1NC(=O)C[NH+]1CC[NH2+]CC1,0.4432827885,249.35799999999995
NS(=O)(=O)c1ccc(Cl)s1,-3.2959363681,197.66799999999998
CC(C)N(C(=O)CO)c1ccc(F)cc1,-1.1786398993,211.236
C=CCOC(=O)CCCCCC,-3.5976237668,170.25199999999998
CCCCCCCc1ccc(O)cc1,-3.6597017052,192.30200000000002
CCCCCCCCCc1ccc(OCC(=O)O)cc1,-3.8425967597,278.392
CCCCCCCCCC(C)(C)SSc1n[nH]c(=S)s1,-3.9885639112,350.644
CC1=CCC(/C=C\C(C)C(C)O)C1(C)C,-3.7860287034,208.34499999999997
C=CCc1cc(C(C)(C)c2ccc(O)c(CC=C)c2)ccc1O,-3.9963835519,308.421
CC(C)CC1(C)OCC(CO)O1,-0.7059803773000001,174.23999999999998
FS(F)(F)(F)(F)F,-3.6731547352,146.055
CC(C)CCCCCN(CCCCCC(C)C)CCCCCC(C)C,-4.0572475801,353.67900000000014
c1ccc(CN2CCC(Nc3ccccc3)CC2)cc1,-3.9542229462,266.388
O=C(O)C(CCBr)(c1ccccc1)c1ccccc1,-4.0694912575,319.19800000000004
CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC21CCC(=O)O1,-4.1007061575,340.46300000000014
C=C(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,-4.0459673488,300.14499999999987
CC(C)(C)CCCCC(=O)O,-2.4750431492,158.241
COCc1ccc(-c2ccc(COC)cc2)cc1,-4.0023686333,242.31799999999998
CCCCCCCCCCCCCCOC(=O)OOC(=O)OCCCCCCCCCCCCCC,-4.3499005787,514.7880000000006
C1=CC2C3C=CC(C3)C2C1,-3.8202211698,132.20599999999996
CC(=O)CCCC(C)CCCC(C)C,-4.0051761335,198.34999999999997
C1=C\CCCCCC/1,-3.770339988,110.2
CN(C)C(=S)SSC(=S)N(C)C,-4.1161961212,240.44400000000002
CN1C(C)(C)CC(OC(=O)CC(C(=O)OC2CC(C)(C)N(C)C(C)(C)C2)C(CC(=O)OC2CC(C)(C)N(C)C(C)(C)C2)C(=O)OC2CC(C)(C)N(C)C(C)(C)C2)CC1(C)C,-4.672731896,847.2359999999995
CCOC(=O)C1=C(COCCN2C(=O)c3ccccc3C2=O)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,-4.5011269518,538.9840000000003
C=CCOC(=O)CCC1CCCCC1,-4.0624492536000005,196.28999999999994
CCOc1nc(NC)nc(NC(=O)NS(=O)(=O)c2ccccc2C(=O)OC)n1,-4.387910768899999,410.4120000000002
O=C([O-])[O-],-3.7802652447,100.08600000000001
Cc1cc(Cc2ccc(N)c(C)c2)ccc1N,-4.1506087086,226.32299999999998
CCCCNC(=S)N(CCCC)CCCC,-4.1840665057,244.4479999999999
CCCCC(CC)CNCC(CC)CCCC,-4.2367225564,241.46299999999994
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,-4.2868907228,267.159
CC1=CCC(/C=C/C(C)(C)C(C)O)C1(C)C,-4.2167463336,222.37199999999999
CC(CC(C)(C)C)CP(=O)(O)CC(C)CC(C)(C)C,-4.3661284711000015,290.428
NS(=O)(=O)c1ccc(NC(=S)Nc2ccc(F)cc2)cc1,-2.9899599684,325.39000000000004
CCOC(=O)c1nn(-c2ccc(OC)cc2)c2c1CCN(c1ccc(N3CCCCC3=O)cc1)C2=O,-4.6282058436,488.54400000000044
O=C1CN(O)C(c2ccccc2Cl)=c2cc(Cl)ccc2=N1,-4.4653328209,321.163
CCCCCC,-3.9441703352,86.178
N#CNC(N)=NCCCCCCN=C(N)NC#N,-4.4346903729000005,250.31
C=CC(C)(CCC=C(C)C)OC(=O)CC,-4.3823578934,210.31699999999995
CCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)C,-4.8359730654,479.81200000000024
COC1=Cc2ccccc2Nc2ccccc21,-4.5144193944,223.275
C=CC(C)(O)CCCC(C)CCCC(C)CCCC(C)C,-4.7086538251,296.53899999999993
CCN(CC)c1ccc([C+](c2ccccc2)c2ccc(N(CC)CC)cc2)cc1,-2.0572883439,482.64600000000024
CC[C@]12CCC3=C(CCc4cc(OC)ccc43)[C@@H]1CCC2=O,-4.772922847,296.4100000000001
COC1=CCC2=C(CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]32)C1,-4.7610719313,288.43100000000004
CCC1(C/C=C2/CCCc3cc(OC)ccc32)C(=O)CCC1=O,-4.838817118500001,312.4090000000001
O=C([O-])[O-],-4.5005872378,114.946
CC(=O)OC1N=C(c2ccccc2Cl)c2cc(Cl)ccc2NC1=O,-5.028666922799999,363.20000000000005
COC1=CCC2=C(CCC3C2CCC2(C)C(=O)CCC32)C1,-4.9798745042000006,286.415
c1ccc(Nc2cccc3ccccc23)cc1,-4.8638916314,219.287
O=C(OCCOC(=O)c1ccccc1)c1ccccc1,-5.0700925015,270.28400000000005
CC1=CCCC2(C)C(OC=O)C(C)CCC12C,-5.0311421132,236.35499999999996
COC(=O)CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,-5.1235829068,292.41900000000004
C1=CCC(C2OCC3(CO2)COC(C2CC=CCC2)OC3)CC1,-5.2397354439,320.42900000000014
CCC(C)C(C)C(C)CCc1ccc(O)cc1,-5.1824053879,234.38299999999998
CC[C@]12CC[C@@H]3C4=C(CC[C@H]3[C@@H]1CCC2=O)CC(OC)=CC4,-5.363817292,300.442
CC(C)CCCCCCCOC(=O)c1ccc(C(=O)OCCCCCCCC(C)C)c(C(=O)OCCCCCCCC(C)C)c1,-5.7065739478,630.9510000000001
CC(=O)CCCC(C)CCCC(C)CCCC(C)C,-5.4746775177,268.48499999999996
CC(=O)OC[C@H]1O[C@H](O[C@]2(COC(C)=O)O[C@H](COC(=O)C(C)C)[C@@H](OC(=O)C(C)C)[C@@H]2OC(=O)C(C)C)[C@H](OC(=O)C(C)C)[C@@H](OC(=O)C(C)C)[C@@H]1OC(=O)C(C)C,-6.0735348087,846.9170000000001
O=C(CC(=O)c1ccccc1)c1ccccc1,-5.6579029620000005,224.25900000000001
CC1=C/C(=N\Nc2ccccc2[N+](=O)[O-])C(=O)C=C1,-5.7475958635,257.24899999999997
CCCCCCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCCCCCCCCCCCCCCCC,-6.405660228,819.4379999999991
C=C1CC2C(CCC3(C)C2CCC3(OC(C)=O)C(C)=O)C2(C)CCC(=O)C=C12,-6.1077931611,384.5160000000002
CCCCN(CCCC)C(=S)SCSC(=S)N(CCCC)CCCC,-6.2405235691,422.7950000000003
CCOC(=O)c1nn(-c2ccc(OC)cc2)c2c1CCN(c1ccc([N+](=O)[O-])cc1)C2=O,-6.6187193264,436.42400000000026
CCCCCCCCCCCCCCCCCCOCCCN(C)C,-6.8520540298000014,355.65100000000007
COc1ccc(C(=O)c2ccccc2O)c(O)c1,-7.2738841077,244.246
O=C1CCCCCN1C(=O)Nc1ccc(Cc2ccc(NC(=O)N3CCCCCC3=O)cc2)cc1,-7.7632612615999985,476.57700000000034
Cc1ccc(Sc2ccc(C(=O)c3ccccc3)cc2)cc1,-7.6154082599,304.41400000000004
CC(C(C)(C)C)C(C)(C)SSSC(C)(C)C(C)C(C)(C)C,-9.129966133,350.70300000000015
CCCC[P+](CCCC)(CCCC)CCCC,0.41483097,339.3419999999999
NC(CO)CO,0.9744271172,91.11
NC(CO)(CO)CO,0.7906283690000001,121.136
CC[NH+](CC)CC,0.5951972853999999,182.105
C[N+](CCO)(CCO)CCO,0.3926664196,275.323
OCCCOCC(OCCCO)C(OCCCO)C(OCCCO)C(COCCCO)OCCCO,0.053341445,530.6520000000005
Cc1cc(=O)n2[nH]cnc2n1,-1.3471955313,150.14100000000002
O=C([O-])[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0.3170701984,248.163
NCCCCCCCCCCN,1.5277010030000002,172.31599999999997
CC1CO1,0.8325704879000001,58.08
C=CC(=O)NCOCCCC,-0.6536630282,157.21299999999997
[Br-],-0.3762292432999999,79.904
CCCCCCCCCCCCN(CCC(=O)[O-])CCC(=O)O,-0.0407296334,351.4630000000001
CCCCCCCC/C=C/CCCCCCCC(=O)N(C)CC(=O)[O-],-0.0975222259999999,375.52900000000005
CC(O)C(=O)NCCO,1.3070323786,133.14700000000002
OCC1CCCO1,0.3887739198,102.13300000000001
C=C(C)C(=O)OCCO,-0.9602557176,228.137
C=Cc1ccc(S(=O)(=O)[O-])cc1,-0.0332510813,206.198
CC(=O)CC(C)=O,0.1864485079,100.11699999999999
COC(=O)CC(=O)OC,0.0273419683,132.115
O=C([O-])C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0.7066663199,248.163
CN(C)C(=N)N(C)C,0.9386229258,115.17999999999999
O=C(CS)OCC(O)CO,0.7793742068,166.19799999999998
OCCOCCOCCOCCO,0.7116903978,194.22699999999998
CC(CCO)CCO,0.927470714,118.17599999999999
OCCNCCO,0.7820188759000001,165.189
CO,1.4942803838999998,32.042
OCCN(CCO)CCO,0.6793511375,209.24199999999996
O=S1(=O)CCCC1,-0.079806903,120.173
C=C(C)C(=O)OCCO,-0.1144208137,130.143
CNCC(O)c1cccc(O)c1,-0.308924931,203.66899999999998
COC(C)(C)CCO,-0.072529286,118.17599999999999
O=C1C=Cc2ccccc2/C1=N\Nc1ccc(S(=O)(=O)[O-])c2ccccc12,-2.4263930478,400.39100000000013
CCC(C)OP(=S)([S-])OC(C)CC,-2.4221431699,264.328
CC(C)CCCCCC(=O)NCCCCCC(=O)O,-2.7708536118,271.40099999999995
CCCCCCCCC(=O)O,-2.7221977641,158.241
O=C(O)c1ccc2cc(O)ccc2c1,-3.2789428853,188.182
C=Cc1ccc(C(C)(C)C)cc1,-4.5633510279000005,160.26
Cc1cc(C)cc(C(=O)Cl)c1,-3.3292897203,168.623
c1ccc(-c2cnc(-c3ccccc3)o2)cc1,-5.5532102962,221.25900000000001
CCC(N)(CO)CO,0.9015785325,119.16399999999997
[NH3+][C@@H]1CCCC[C@@H]1[NH3+],0.8890064826,116.208
[O-]CCS,0.9537303441,100.11800000000001
O=c1n(CC2CO2)c(=O)n(CC2CO2)c(=O)n1CC1CO1,-1.495423095,297.267
CN(C)Cc1cc(CN(C)C)c(O)c(CN(C)C)c1,0.5055163708,265.40099999999995
O=CO,0.6746872011,178.93
O=C(O)COCCOCC(=O)O,0.6709250275,178.14
C=C(C)C(=O)NCOC,0.7919653131000001,129.15899999999996
CCCCNC1CC(C)(C)NC(C)(C)C1,0.5746150304,212.38099999999997
CC(C)(C)OO,0.8846472262999999,90.12199999999999
CC1=NN(c2ccc(S(=O)(=O)[O-])cc2)C(=O)C1N/N=C1\C=C([N+](=O)[O-])C=C(Cl)C1=O,-0.8385771725,475.8020000000002
CC(O)CN(CC(C)O)C(=O)CCCCC(=O)N(CC(C)O)CC(C)O,0.2109933627,376.4940000000001
O=C(O)CCS,0.754917543,106.146
CC1(C)COC(=O)C1O,0.6515307225,130.143
CN(C)CCOCCN(C)CCO,0.4764657364,190.28699999999998
N#CN,1.1245149893000002,42.041
NCCN1CCNC1=O,0.6335459397,129.16299999999998
CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,0.0729096485,448.0910000000001
CC(C)(CO)[C@@H](O)C(=O)NCCCO,0.3944261529,205.25399999999996
CN(C)CCCN1CN(CCCN(C)C)CN(CCCN(C)C)C1,0.1642130702,342.57600000000014
CC(=O)[O-],0.6534905512,111.04
CC(O)CN(CC(C)O)CC(C)O,0.4173208759000001,191.271
C=CC(=O)NC(C)(C)CS(=O)(=O)[O-],0.3386928662,229.23299999999998
CC1(O)CC(C)(O)OO1,0.5714408419,134.131
NCCNCCNCCNCCNCCN,0.3327787326,232.37599999999998
CN(C)CCCNC1CC(C)(C)NC(C)(C)C1,0.316191362,241.42299999999997
CC(C)COC(=O)CC(C(=O)OCC(C)C)S(=O)(=O)[O-],0.1773743212,332.35
CC(C)CC(C)OC(=O)CC(C(=O)OC(C)CC(C)C)S(=O)(=O)[O-],0.1096259345,388.4580000000001
CCCCC(CC)COS(=O)(=O)[O-],0.3329637961,232.277
CCC(=O)[O-],0.716422901,96.06099999999999
CC1(C)CC(N)CC(C)(CN)C1,0.1572981869,342.50500000000005
C=CC(=O)[O-],0.7150841112,94.04499999999999
C[N+](C)(C)CCO,0.6032053211,121.17999999999998
CC(CCN)CC(C)(C)CN,0.4781562172999999,158.28899999999996
CCCCCCCCOS(=O)(=O)[O-],0.2872063056,232.27700000000002
CCN=C1C=CC(=C(c2ccc(NCC)c(C)c2)c2ccc(NCC)c(C)c2)C=C1C,-1.0232212865,473.6610000000003
CCCCCCCCCCCC(=O)NCCC[N+](C)(C)C,-0.011381165,410.62100000000015
CCCCCCC(CCCC)COS(=O)(=O)[O-],0.142087324,288.385
CCCCCCCCCCCCOS(=O)(=O)[O-],0.10896299,272.33599999999996
CCCCCCCCCCOS(=O)(=O)[O-],0.1029880533,260.33099999999996
CCCCCCCC/C=C\CCCCCCCC(=O)N(C)CC(=O)O,0.7757804054999999,502.7370000000003
O=C(O)CO,0.5960163257,76.051
N#CCN(CC#N)CC#N,-1.6475578342,134.142
CCCCCCCC/C=C\CCCCCCCC(=O)N(C)CC(=O)[O-],-0.1215920041,391.63700000000006
CC(=O)OC(C)C,-0.5467680909,102.133
C=C(COC(C)=O)COC(C)=O,-0.7796166704,172.17999999999998
Cc1ccccc1OP(=S)(S)Oc1ccccc1C,-1.0605299646,310.38000000000005
CCCC(CCC)CCCC1COCCN1CCO,0.9642581623,271.44499999999994
CNCCS(=O)(=O)[O-],0.1906881396,161.158
O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,1.1774501829,146.142
NCc1ccc(CN)cc1,1.1750718055,136.198
COC1COC2C(OC)COC12,1.0599918174,174.19599999999997
COc1cc(S(=O)(=O)[O-])c(C)cc1NC(=O)CC(C)=O,-0.2018762227,318.35100000000006
CCCCCCCCCCCCN(CCCN)CCCN,-0.1977113735,299.547
CC(C)CCCCCCCOC(=O)CC(C(=O)OCCCCCCCC(C)C)S(=O)(=O)[O-],-0.4691061177000001,500.67400000000043
COC[P+](c1ccccc1)(c1ccccc1)c1ccccc1,0.5063442706,342.80600000000004
O=[PH]([O-])[O-],0.9487769325,120.057
CC(C=O)(CO)CO,0.9289333763,118.13199999999999
NCCN(CCN)CCN,0.5339097655,292.47600000000006
NCCNCCN(CCN)CCN,0.4218033311999999,378.6140000000002
CN(C)CCCN,0.9906298514,102.18100000000001
CCN(C#N)CCC[NH+](C)C,0.7173642943999999,191.70600000000002
CCC1(CO)COCOC1,0.8350942171,146.18599999999998
CC(C)(C)CCCCCCCC(=O)O,-2.1113969493,200.32199999999997
CN1CCCN(C)C1=O,0.8921966739,128.175
OCC1CN2CCN1CC2,0.8470942954,142.202
CN1CCN(C)CC1,0.9423643206,114.192
CCOCCOCCOC,0.8291459354999999,148.202
CCN1CCCC1=O,0.9463070612,113.16
C=CC(=O)OCCCO,0.8855791863,130.143
Cn1ccnc1,1.0856251051,82.106
CC(O)CN(CCCN(C)C)CCCN(C)C,0.6101059749000001,245.41099999999994
NCCOCCN,0.9823282162,104.153
COCCOCCOCCOCCOC,0.6530976581,222.28099999999995
COCCOCCOCCOC,0.7490240663,178.22799999999998
CC1CNCC(C)O1,0.9386380084,115.17599999999999
O=C(O)CS,0.8147327303,153.203
CC(CCC(=O)O)C(=O)O,0.8352249534999999,146.142
O=C(O)CC(=O)C(=O)O,0.8791925338,132.071
OCC(O)COCC(O)CO,0.7794395395,166.173
Cc1nc2n(c(=O)c1CCCl)CCCC2,0.57976692,263.16799999999995
O=C(NCNC(=O)NC1C(=O)NC(=O)N1CO)NC1C(=O)NC(=O)N1CO,0.4108359647999999,388.2970000000001
NCC(O)CO,1.0404339534,91.11
Cc1ccn[nH]1,1.0856251051,82.10600000000001
CC(=O)CC(N)=O,0.9952273665,101.105
O=C1OCC(CO)O1,0.9277942328,118.08799999999998
CC(=O)N1CCOCC1,0.8888753261,129.159
OCCOCC(COCCO)OCCO,0.6492617384,224.25299999999996
C[N+](C)(C)C,0.9601894459,109.6
CC(=O)CC(=O)N(C)C,0.8888753261,129.159
CN(C)CCCNC=O,0.8854190372,130.191
CNC=O,1.2286477338,59.068000000000005
O=C([O-])CS,0.96197626,109.14999999999999
CN(CCCN)CCCN,0.8378838589000001,145.25
[Cl-],0.7737662420999999,168.358
O=C(O)CCCCC(=O)O,0.7322652276999999,185.24
CC(=O)OCCOCCOCCOC(C)=O,0.6303241084000001,234.24799999999996
CCOC(=O)N1CCC(=O)CC1,0.7665063868,171.19599999999997
CCC[NH2+]CC,1.0546594571,88.17399999999999
NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1,0.1782048937999999,663.4300000000004
O=C1CCCCCO1,0.9425469123,114.144
O=C1CCCO1,1.0650472922,86.09
C1CCNCC1,1.0698153477,85.15
N#C[S-],1.0124096986,97.18299999999999
O=P([O-])(OCc1ccccc1)OCc1ccccc1,0.499854127,316.334
C#CCO,1.2513159198,56.064
OCCCO,1.1186438786,76.095
OCc1cccnc1,0.9620638041,109.12799999999999
CCCCC(CC)C(=O)[O-],0.779379433,166.196
COCCOCCOc1cc(Nc2c(C)cc(C)c(S(=O)(=O)[O-])c2C)c2c(c1N)C(=O)c1ccccc1C2=O,0.2391231023999999,576.6030000000003
CCOC(=O)c1ccc([O-])cc1,0.7254773119,188.158
CCOP(=S)([S-])OCC,0.6814775579000001,208.22
CC(C)COP(=S)([S-])OCC(C)C,0.5778568301,264.328
N#C[S-],1.0911130427,81.075
CC(C)COC(C)(C)C,0.8852856245999999,130.23099999999997
O=C([O-])c1ccccc1C(=O)O,0.6211099353,239.271
C[N+](C)(C)C,1.040224269,91.15399999999998
CC1(C)CC(O)CC(C)(C)N1,-0.1966099864,157.257
NCCN1CCNCC1,-0.1112860428999999,129.207
CC(C)OCCO,-0.0176551044,104.149
NC(=O)CCNCCO,-0.1211098882,132.163
CCN(CC)c1ccc([C+](c2ccccc2)c2ccc(N(CC)CC)cc2)cc1,-0.6479880176,444.61900000000026
COP(C)(=O)OC,-0.0936877841,124.07599999999998
CO[P+](=O)OC,-0.0375898256999999,109.04099999999998
CN(C)[P+](CC1CCCCC1)(N(C)C)N(C)C,-1.5071434524,347.18999999999994
O=C(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,-1.4997434273,316.04099999999994
C=CCCCCCCCCC(=O)N(CCO)CCO,-2.7615135856,271.40099999999995
C=CC(C)(CCC=C(C)C)OC=O,-4.0405904263,182.26299999999998
O=C(Nc1ccnc(=O)[nH]1)c1ccccc1,-5.1596802151,215.21200000000002
Nc1c(I)c(C(=O)[O-])c(I)c(C(=O)[O-])c1I,-1.569622787,556.8190000000002
CCCCCCCCCCCCc1ccccc1S(=O)(=O)O,0.2137915766,415.64000000000004
O=C(O)/C=C\C(=O)OCCOCCOCCOC(=O)/C=C\C(=O)O,0.1595325622,346.288
O=C1Cc2cccc(F)c2N1,-2.2251369084,151.14
CC(C)CCCCCCCOCCCNCCCN,-3.2048809276,272.477
CCCCCCC(=O)OCC(CC)(CO)COC(=O)CCCC,-5.982567027000001,330.46500000000015
CCOC(=O)C1CCC(C(=O)OCC)CC1,-2.2512731137,228.28799999999993
ClCCCN1CCOCC1,0.7860892979999999,163.648
Cc1cc(O)n(CCC(=O)O)c(=O)c1C#N,-1.4436540675999998,222.2
Cc1cc(O)n(CCC(=O)O)c(=O)c1C(N)=O,-1.6024488726,240.21499999999997
CCCCCCCC(=O)NCCCC[C@H](N)C(=O)O,0.0575708237,272.38899999999995
CCN(CC)c1ccc(/C=C(\C#N)C(=O)OCCC[N+](C)(C)CCOC(=O)/C(C#N)=C/c2ccc(N(CC)CC)cc2)cc1,-0.8036189217,636.2370000000002
O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,0.4541441757,281.1549999999999
CCCCCCCC/C=C\CCCCCCCCOCCO,-2.4949028287,312.538
CC(C)(C)c1cc(CCC(=O)O)cc(-n2nc3ccccc3n2)c1O,-5.53070544,339.39500000000004
CCCCCCC(O)CCCCCCCCCCC(=O)OCC(O)CO,-3.3974324562,374.562
CCN(CC)C1=C[C@@H]2Oc3cc(N(CC)CC)c(C)cc3C(c3ccccc3C(=O)OC)=C2C=C1C,-7.6872220822,486.65600000000023
CCOC(=O)CC(NC1CCC(CC2CCC(NC(CC(=O)OCC)C(=O)OCC)CC2)CC1)C(=O)OCC,-3.7440777388,554.7250000000004
